make,basemodel,model,fuel_type
BMW,7 Series,Alpina B7 LWB xDrive,Premium
BMW,7 Series,Alpina B7 SWB,Premium
BMW,7 Series,Alpina B7 SWB xDrive,Premium
BMW,7 Series,Alpina B7 xDrive,Premium
BMW,7 Series,M760i xDrive,Premium
BMW,7 Series,M760i xDrive Sedan,Premium
BMW,8 Series,840ci,Premium
BMW,8 Series,840i Convertible,Premium
BMW,8 Series,840i Coupe,Premium
BMW,8 Series,840i Gran Coupe,Premium
BMW,8 Series,840i xDrive Convertible,Premium
BMW,8 Series,840i xDrive Coupe,Premium
BMW,8 Series,840i xDrive Gran Coupe,Premium
BMW,8 Series,850ci,Premium
BMW,8 Series,850ci,Regular
BMW,8 Series,850csi,Premium
BMW,8 Series,850i,Regular
BMW,8 Series,Alpina B8 Gran Coupe,Premium
BMW,8 Series,M850i xDrive Convertible,Premium
BMW,8 Series,M850i xDrive Coupe,Premium
BMW,8 Series,M850i xDrive Gran Coupe,Premium
BMW,Active E,Active E,Electricity
BMW,ActiveHybrid X6,ActiveHybrid X6,Premium
BMW,i3,i3,Electricity
BMW,i3,i3 (94Ah),Electricity
BMW,i3,i3 (94Ah) with Range Extender,Premium Gas or Electricity
BMW,i3,i3 BEV,Electricity
BMW,i3,i3 BEV (60  Amp-hour battery),Electricity
BMW,i3,i3 BEV (94 Amp-hour battery),Electricity
BMW,i3,i3 REX,Premium Gas or Electricity
BMW,i3,i3 REX  (94 Amp-hour battery),Premium Gas or Electricity
BMW,i3,i3 with Range Extender,Premium Gas or Electricity
BMW,i3,i3s,Electricity
BMW,i3,i3s (94Ah),Electricity
BMW,i3,i3s (94Ah) with Range Extender,Premium Gas or Electricity
BMW,i3,i3s with Range Extender,Premium Gas or Electricity
BMW,i4,i4 eDrive35 Gran Coupe (18 inch Wheels),Electricity
BMW,i4,i4 eDrive35 Gran Coupe (19 inch Wheels),Electricity
BMW,i4,i4 eDrive40 Gran Coupe (18 inch wheels),Electricity
BMW,i4,i4 eDrive40 Gran Coupe (19 inch wheels),Electricity
BMW,i4,i4 M50 Gran Coupe (19 inch wheels),Electricity
BMW,i4,i4 M50 Gran Coupe (20 inch wheels),Electricity
BMW,i4,i4 xDrive40 Gran Coupe (18 inch Wheels),Electricity
BMW,i4,i4 xDrive40 Gran Coupe (19 inch Wheels),Electricity
BMW,i5,i5 eDrive40 Sedan (19 inch Wheels),Electricity
BMW,i5,i5 eDrive40 Sedan (20 inch Wheels),Electricity
BMW,i5,i5 eDrive40 Sedan (21 inch Wheels),Electricity
BMW,i5,i5 M60 xDrive Sedan (19 inch Wheels),Electricity
BMW,i5,i5 M60 xDrive Sedan (20 inch Wheels),Electricity
BMW,i5,i5 M60 xDrive Sedan (21 inch Wheels),Electricity
BMW,i7,i7 eDrive50 Sedan (19 inch Wheels),Electricity
BMW,i7,i7 eDrive50 Sedan (20 inch Wheels),Electricity
BMW,i7,i7 eDrive50 Sedan (21 inch Wheels),Electricity
BMW,i7,i7 M70 xDrive Sedan (20 inch Wheels),Electricity
BMW,i7,i7 M70 xDrive Sedan (21 inch Wheels),Electricity
BMW,i7,i7 xDrive60 Sedan (19 inch wheels),Electricity
BMW,i7,i7 xDrive60 Sedan (20 inch wheels),Electricity
BMW,i7,i7 xDrive60 Sedan (21 inch wheels),Electricity
BMW,i8,i8,Premium and Electricity
BMW,i8,I8 Coupe,Premium and Electricity
BMW,i8,I8 Roadster,Premium and Electricity
BMW,iX,iX M60 (21 inch Wheels),Electricity
BMW,iX,iX M60 (22 inch Wheels),Electricity
BMW,iX,iX xDrive40 (20 inch Wheels),Electricity
BMW,iX,iX xDrive40 (21 inch Wheels),Electricity
BMW,iX,iX xDrive40 (22 inch Wheels),Electricity
BMW,iX,iX xDrive50 (20 inch wheels),Electricity
BMW,iX,iX xDrive50 (21 inch wheels),Electricity
BMW,iX,iX xDrive50 (22 inch wheels),Electricity
BMW,M,M Coupe,Premium
BMW,M,M Coupe,Regular
BMW,M,M Roadster,Premium
BMW,M,M Roadster,Regular
BMW,M,M2,Premium
BMW,M,M2 Competition,Premium
BMW,M,M2 Competition Coupe,Premium
BMW,M,M2 Coupe,Premium
BMW,M,M2 CS Coupe,Premium
BMW,M,M235i Convertible,Premium
BMW,M,M235i xDrive Gran Coupe,Premium
BMW,M,M240i Convertible,Premium
BMW,M,M240i Coupe,Premium
BMW,M,M240i Coupe M Performance,Premium
BMW,M,M240i xDrive Convertible,Premium
BMW,M,M240i xDrive Coupe,Premium
BMW,M,M240i xDrive Coupe M Performance,Premium
BMW,M,M3,Premium
BMW,M,M3,Regular
BMW,M,M3 Competition,Premium
BMW,M,M3 Competition M xDrive Sedan,Premium
BMW,M,M3 Competition Sedan,Premium
BMW,M,M3 Convertible,Premium
BMW,M,M3 Convertible,Regular
BMW,M,M3 Coupe,Premium
BMW,M,M3 CS,Premium
BMW,M,M3 CS Sedan,Premium
BMW,M,M3 Sedan,Premium
BMW,M,M340i,Premium
BMW,M,M340i xDrive,Premium
BMW,M,M4 Competition Coupe,Premium
BMW,M,M4 Competition M xDrive Convertible,Premium
BMW,M,M4 Competition M xDrive Coupe,Premium
BMW,M,M4 Convertible,Premium
BMW,M,M4 Convertible Competition,Premium
BMW,M,M4 Coupe,Premium
BMW,M,M4 Coupe Competition,Premium
BMW,M,M4 CS,Premium
BMW,M,M4 CSL Coupe,Premium
BMW,M,M4 DTM Champions Edition,Premium
BMW,M,M4 GTS,Premium
BMW,M,M440i xDrive Coupe,Premium
BMW,M,M5,Premium
BMW,M,M5 Competition,Premium
BMW,M,M5 Competition Sedan,Premium
BMW,M,M5 CS Sedan,Premium
BMW,M,M5 Sedan,Premium
BMW,M,M550i xDrive,Premium
BMW,M,M6,Premium
BMW,M,M6 Convertible,Premium
BMW,M,M6 Coupe,Premium
BMW,M,M6 Gran Coupe,Premium
BMW,M,M760i xDrive,Premium
BMW,M,M8 Competition Convertible,Premium
BMW,M,M8 Competition Coupe,Premium
BMW,M,M8 Competition Gran Coupe,Premium
BMW,M,M8 Convertible,Premium
BMW,M,M8 Coupe,Premium
BMW,M,M8 Gran Coupe,Premium
BMW,M,M850i xDrive Convertible,Premium
BMW,M,M850i xDrive Coupe,Premium
BMW,M,M850i xDrive Gran Coupe,Premium
BMW,M,X5 M,Premium
BMW,M,X6 M,Premium
BMW,X1,X1 M35i,Premium
BMW,X1,X1 sDrive28i,Premium
BMW,X1,X1 xDrive28i,Premium
BMW,X1,X1 xDrive35i,Premium
BMW,X2,X2 M35i,Premium
BMW,X2,X2 sDrive28i,Premium
BMW,X2,X2 xDrive28i,Premium
BMW,X3,X3,Premium
BMW,X3,X3 3.0i,Premium
BMW,X3,X3 3.0si,Premium
BMW,X3,X3 M,Premium
BMW,X3,X3 M Competition,Premium
BMW,X3,X3 M40i,Premium
BMW,X3,X3 sDrive 28i,Premium
BMW,X3,X3 sDrive28i,Premium
BMW,X3,X3 sDrive30i,Premium
BMW,X3,X3 xDrive28d,Diesel
BMW,X3,X3 xDrive28i,Premium
BMW,X3,X3 xDrive30e,Premium and Electricity
BMW,X3,X3 xDrive30i,Premium
BMW,X3,X3 xDrive35i,Premium
BMW,X4,X4 M,Premium
BMW,X4,X4 M Competition,Premium
BMW,X4,X4 M40i,Premium
BMW,X4,X4 xDrive28i,Premium
BMW,X4,X4 xDrive30i,Premium
BMW,X4,X4 xDrive35i,Premium
BMW,X5,X5,Premium
BMW,X5,X5 3.0si,Premium
BMW,X5,X5 4.6is,Premium
BMW,X5,X5 4.8i,Premium
BMW,X5,X5 4.8IS,Premium
BMW,X5,X5 M,Premium
BMW,X5,X5 M Competition,Premium
BMW,X5,X5 M50i,Premium
BMW,X5,X5 M60i xDrive,Premium
BMW,X5,X5 sDrive35i,Premium
BMW,X5,X5 sDrive40i,Premium
BMW,X5,X5 xDrive 35d,Diesel
BMW,X5,X5 xDrive30i,Premium
BMW,X5,X5 xDrive35d,Diesel
BMW,X5,X5 xDrive35i,Premium
BMW,X5,X5 xDrive40e,Premium and Electricity
BMW,X5,X5 xDrive40i,Premium
BMW,X5,X5 xDrive45e,Premium and Electricity
BMW,X5,X5 xDrive48i,Premium
BMW,X5,X5 xDrive50i,Premium
BMW,X5,X5 xDriveM,Premium
BMW,X6,X6 M,Premium
BMW,X6,X6 M Competition,Premium
BMW,X6,X6 M50i,Premium
BMW,X6,X6 M60i xDrive,Premium
BMW,X6,X6 sDrive35i,Premium
BMW,X6,X6 sDrive40i,Premium
BMW,X6,X6 xDrive35i,Premium
BMW,X6,X6 xDrive40i,Premium
BMW,X6,X6 xDrive50i,Premium
BMW,X6,X6 xDriveM,Premium
BMW,X7,Alpina XB7,Premium
BMW,X7,X7 M50i,Premium
BMW,X7,X7 M60i xDrive,Premium
BMW,X7,X7 xDrive40i,Premium
BMW,X7,X7 xDrive50i,Premium
BMW,XM,XM,Premium and Electricity
BMW,Z3,Z3 Coupe,Premium
BMW,Z3,Z3 Coupe,Regular
BMW,Z3,Z3 Roadster,Premium
BMW,Z3,Z3 Roadster,Regular
BMW,Z4,Z4 3.0i,Premium
BMW,Z4,Z4 3.0si,Premium
BMW,Z4,Z4 3.0si Coupe,Premium
BMW,Z4,Z4 Coupe,Premium
BMW,Z4,Z4 M Coupe,Premium
BMW,Z4,Z4 M Roadster,Premium
BMW,Z4,Z4 M40i,Premium
BMW,Z4,Z4 Roadster,Premium
BMW,Z4,Z4 sDrive28i,Premium
BMW,Z4,Z4 sDrive30i,Premium
BMW,Z4,Z4 sDrive35i,Premium
BMW,Z4,Z4 sDrive35is,Premium
BMW,Z8,Z8,Premium
BMW Alpina,7 Series,B7,Premium
BMW Alpina,Roadster,Roadster V8,Premium
Bugatti,Chiron,Chiron,Premium
Bugatti,Chiron,Chiron Pur Sport,Premium
Bugatti,Chiron,Chiron Super Sport,Premium
Bugatti,Divo,Divo,Premium
Bugatti,Veyron,Veyron,Premium
Buick,Cascada,Cascada,Premium
Buick,Cascada,Cascada,Regular
Buick,Century,Century,Diesel
Buick,Century,Century,Regular
Buick,Century Estate Wagon,Century Estate Wagon,Diesel
Buick,Century Estate Wagon,Century Estate Wagon,Regular
Buick,Century Wagon,Century Wagon,Diesel
Buick,Century Wagon,Century Wagon,Regular
Buick,Coachbuilder Wagon,Coachbuilder Wagon,Premium
Buick,Coachbuilder Wagon,Coachbuilder Wagon,Regular
Buick,Electra Estate Wagon,Electra Estate Wagon,Diesel
Buick,Electra Estate Wagon,Electra Estate Wagon,Regular
Buick,Electra/Park Avenue,Electra/Park Avenue,Diesel
Buick,Electra/Park Avenue,Electra/Park Avenue,Regular
Buick,Enclave,Enclave AWD,Regular
Buick,Enclave,Enclave FWD,Regular
Buick,Encore,Encore,Regular
Buick,Encore,Encore AWD,Regular
Buick,Encore,Encore FWD,Regular
Buick,Encore,Encore GX AWD,Regular
Buick,Encore,Encore GX FWD,Gasoline or E85
Buick,Encore,Encore GX FWD,Regular
Buick,Envision,Envision AWD,Premium
Buick,Envision,Envision AWD,Regular
Buick,Envision,Envision FWD,Regular
Buick,Envista,Envista,Gasoline or E85
Buick,Envista,Envista,Regular
Buick,Estate Wagon,Estate Wagon,Regular
Buick,Funeral Coach/Hearse,Funeral Coach/Hearse,Regular
Buick,LaCrosse,LaCrosse,Gasoline or E85
Buick,LaCrosse,LaCrosse,Regular
Buick,LaCrosse,LaCrosse AWD,Gasoline or E85
Buick,LaCrosse,LaCrosse AWD,Regular
Buick,LaCrosse,LaCrosse eAssist,Regular
Buick,Lacrosse/Allure,Lacrosse/Allure,Premium
Buick,Lacrosse/Allure,Lacrosse/Allure,Regular
Buick,Lacrosse/Allure,Lacrosse/Allure AWD,Regular
Buick,LeSabre,LeSabre,Diesel
Buick,LeSabre,LeSabre,Regular
Buick,LeSabre/Electra Wagon,LeSabre/Electra Wagon,Diesel
Buick,LeSabre/Electra Wagon,LeSabre/Electra Wagon,Regular
Buick,Lucerne,Lucerne,Gasoline or E85
Buick,Lucerne,Lucerne,Regular
Buick,Park Avenue,Park Avenue,Premium
Buick,Park Avenue,Park Avenue,Regular
Buick,Rainier,Rainier 2WD,Regular
Buick,Rainier,Rainier AWD,Regular
Buick,Reatta,Reatta,Regular
Buick,Regal,Regal,Diesel
Buick,Regal,Regal,Gasoline or E85
Buick,Regal,Regal,Premium
Buick,Regal,Regal,Regular
Buick,Regal,Regal AWD,Premium
Buick,Regal,Regal AWD,Regular
Buick,Regal,Regal eAssist,Regular
Buick,Regal,Regal TourX AWD,Premium
Buick,Regal/Century,Regal/Century,Premium
Buick,Regal/Century,Regal/Century,Regular
Buick,Rendezvous,Rendezvous AWD,Regular
Buick,Rendezvous,Rendezvous FWD,Regular
Buick,Riviera,Riviera,Diesel
Buick,Riviera,Riviera,Premium
Buick,Riviera,Riviera,Regular
Buick,Riviera,Riviera Convertible,Premium
Buick,Riviera,Riviera Convertible,Regular
Buick,Roadmaster,Roadmaster,Premium
Buick,Roadmaster,Roadmaster,Regular
Buick,Roadmaster,Roadmaster Wagon,Premium
Buick,Roadmaster,Roadmaster Wagon,Regular
Buick,Skyhawk,Skyhawk,Premium
Buick,Skyhawk,Skyhawk,Regular
Buick,Skyhawk,Skyhawk Wagon,Regular
Buick,Skylark,Skylark,Regular
Buick,Somerset Regal,Somerset Regal,Regular
Buick,Somerset/Skylark,Somerset/Skylark,Regular
Buick,Terraza,Terraza AWD,Regular
Buick,Terraza,Terraza FWD,Gasoline or E85
Buick,Terraza,Terraza FWD,Regular
Buick,Verano,Verano,Gasoline or E85
Buick,Verano,Verano,Regular
BYD,e6,e6,Electricity
Cadillac,Allante,Allante,Premium
Cadillac,Armored Deville,Armored Deville,Regular
Cadillac,Armored DTS,Armored DTS,Regular
Cadillac,ATS,ATS,Gasoline or E85
Cadillac,ATS,ATS,Premium
Cadillac,ATS,ATS,Regular
Cadillac,ATS,ATS AWD,Gasoline or E85
Cadillac,ATS,ATS AWD,Premium
Cadillac,ATS,ATS AWD,Regular
Cadillac,ATS,ATS-V,Premium
Cadillac,ATS-V,ATS-V,Premium
Cadillac,Brougham,Brougham,Regular
Cadillac,Brougham/DeVille,Brougham/DeVille (RWD),Diesel
Cadillac,Brougham/DeVille,Brougham/DeVille (RWD),Regular
Cadillac,Catera,Catera,Premium
Cadillac,Catera,Catera,Regular
Cadillac,Cimarron,Cimarron,Regular
Cadillac,Commercial Chassis,Commercial Chassis,Premium
Cadillac,Commercial Chassis,Commercial Chassis,Regular
Cadillac,CT4,CT4,Premium
Cadillac,CT4,CT4 AWD,Premium
Cadillac,CT4,CT4 V,Premium
Cadillac,CT4,CT4 V AWD,Premium
Cadillac,CT5,CT5,Premium
Cadillac,CT5,CT5 AWD,Premium
Cadillac,CT5,CT5 V,Premium
Cadillac,CT5,CT5 V AWD,Premium
Cadillac,CT6,CT6,Premium
Cadillac,CT6,CT6,Regular
Cadillac,CT6,CT6 AWD,Premium
Cadillac,CT6,CT6 AWD,Regular
Cadillac,CT6,CT6 Plug-In,Premium and Electricity
Cadillac,CTS,CTS,Premium
Cadillac,CTS,CTS,Regular
Cadillac,CTS,CTS AWD,Premium
Cadillac,CTS,CTS AWD,Regular
Cadillac,CTS,CTS Sedan,Premium
Cadillac,CTS,CTS Sedan,Regular
Cadillac,CTS,CTS Sedan AWD,Premium
Cadillac,CTS,CTS Sedan AWD,Regular
Cadillac,CTS,CTS V,Premium
Cadillac,CTS,CTS Wagon,Premium
Cadillac,CTS,CTS Wagon,Regular
Cadillac,CTS,CTS Wagon AWD,Regular
Cadillac,CTS,CTS-V,Premium
Cadillac,CTS-V,CTS-V,Premium
Cadillac,DeVille,DeVille,Premium
Cadillac,DeVille,DeVille,Regular
Cadillac,DeVille/60 Special,DeVille/60 Special,Premium
Cadillac,DeVille/Concourse,DeVille/Concourse,Premium
Cadillac,DTS,DTS,Regular
Cadillac,Eldorado,Eldorado,Diesel
Cadillac,Eldorado,Eldorado,Premium
Cadillac,Eldorado,Eldorado,Regular
Cadillac,Eldorado,Eldorado Convertible,Regular
Cadillac,ELR,ELR,Premium Gas or Electricity
Cadillac,ELR,ELR Sport,Premium Gas or Electricity
Cadillac,Escalade,Escalade 2WD,Diesel
Cadillac,Escalade,Escalade 2WD,Gasoline or E85
Cadillac,Escalade,Escalade 2WD,Premium
Cadillac,Escalade,Escalade 2WD,Regular
Cadillac,Escalade,Escalade 4WD,Diesel
Cadillac,Escalade,Escalade 4WD,Premium
Cadillac,Escalade,Escalade 4WD,Regular
Cadillac,Escalade,Escalade AWD,Gasoline or E85
Cadillac,Escalade,Escalade AWD,Premium
Cadillac,Escalade,Escalade AWD,Regular
Cadillac,Escalade,Escalade ESV 2WD,Gasoline or E85
Cadillac,Escalade,Escalade ESV 2WD,Premium
Cadillac,Escalade,Escalade ESV 2WD,Regular
Cadillac,Escalade,Escalade ESV 4WD,Regular
Cadillac,Escalade,Escalade ESV AWD,Gasoline or E85
Cadillac,Escalade,Escalade ESV AWD,Premium
Cadillac,Escalade,Escalade ESV AWD,Regular
Cadillac,Escalade,Escalade Ext AWD,Gasoline or E85
Cadillac,Escalade,Escalade Ext AWD,Premium
Cadillac,Escalade,Escalade Ext AWD,Regular
Cadillac,Escalade,Escalade Hybrid 2WD,Regular
Cadillac,Escalade,Escalade Hybrid 4WD,Regular
Cadillac,Escalade,Escalade V 4WD,Premium
Cadillac,Escalade,Escalade V AWD,Premium
Cadillac,Fleetwood,Fleetwood,Premium
Cadillac,Fleetwood,Fleetwood,Regular
Cadillac,Fleetwood Brougham,Fleetwood Brougham,Regular
Cadillac,Fleetwood Brougham,Fleetwood Brougham (RWD),Diesel
Cadillac,Fleetwood Brougham,Fleetwood Brougham (RWD),Regular
Cadillac,Fleetwood/DeVille,Fleetwood/DeVille,Premium
Cadillac,Fleetwood/DeVille,Fleetwood/DeVille,Regular
Cadillac,Fleetwood/DeVille,Fleetwood/DeVille (FWD),Diesel
Cadillac,Fleetwood/DeVille,Fleetwood/DeVille (FWD),Regular
Cadillac,Funeral Coach/Hearse,Funeral Coach / Hearse,Regular
Cadillac,Funeral Coach/Hearse,Funeral Coach/Hearse,Premium
Cadillac,Funeral Coach/Hearse,Funeral Coach/Hearse,Regular
Cadillac,Limousine,Limousine,Premium
Cadillac,Limousine,Limousine,Regular
Cadillac,LYRIQ,LYRIQ,Electricity
Cadillac,LYRIQ,LYRIQ AWD,Electricity
Cadillac,Seville,Seville,Diesel
Cadillac,Seville,Seville,Premium
Cadillac,Seville,Seville,Regular
Cadillac,SRX,SRX,Regular
Cadillac,SRX,SRX 2WD,Gasoline or E85
Cadillac,SRX,SRX 2WD,Premium
Cadillac,SRX,SRX 2WD,Regular
Cadillac,SRX,SRX AWD,Gasoline or E85
Cadillac,SRX,SRX AWD,Premium
Cadillac,SRX,SRX AWD,Regular
Cadillac,STS,STS,Premium
Cadillac,STS,STS,Regular
Cadillac,STS,STS 2WD,Premium
Cadillac,STS,STS 2WD,Regular
Cadillac,STS,STS AWD,Premium
Cadillac,STS,STS AWD,Regular
Cadillac,STS-V,STS-V,Premium
Cadillac,XLR,XLR,Premium
Cadillac,XLR-V,XLR-V,Premium
Cadillac,XLR-V,XLR-V,Regular
Cadillac,XT4,XT4 AWD,Premium
Cadillac,XT4,XT4 FWD,Premium
Cadillac,XT5,XT5,Regular
Cadillac,XT5,XT5 AWD,Premium
Cadillac,XT5,XT5 AWD,Regular
Cadillac,XT5,XT5 FWD,Premium
Cadillac,XT5,XT5 FWD,Regular
Cadillac,XT5,XT5 Hearse AWD,Premium
Cadillac,XT5,XT5 Hearse FWD,Premium
Cadillac,XT5,XT5 Limo AWD,Premium
Cadillac,XT5,XT5 Limo FWD,Premium
Cadillac,XT6,XT6 AWD,Premium
Cadillac,XT6,XT6 AWD,Regular
Cadillac,XT6,XT6 FWD,Premium
Cadillac,XT6,XT6 FWD,Regular
Cadillac,XTS,XTS,Regular
Cadillac,XTS,XTS AWD,Premium
Cadillac,XTS,XTS AWD,Regular
Cadillac,XTS Hearse,XTS Hearse,Regular
Cadillac,XTS Limo,XTS Limo,Regular
CCC Engineering,Duntov GT,Duntov GT,Regular
Chevrolet,Astro Cargo,Astro 2WD (cargo),Premium
Chevrolet,Astro Cargo,Astro 2WD (cargo),Regular
Chevrolet,Astro Cargo,Astro 2WD (cargo) Conversion,Regular
Chevrolet,Astro Cargo,Astro AWD (cargo),Premium
Chevrolet,Astro Cargo,Astro AWD (cargo),Regular
Chevrolet,Astro Cargo,Astro AWD (cargo) Conversion,Regular
Chevrolet,Astro Passenger,Astro 2WD (passenger),Premium
Chevrolet,Astro Passenger,Astro 2WD (passenger),Regular
Chevrolet,Astro Passenger,Astro AWD (passenger),Premium
Chevrolet,Astro Passenger,Astro AWD (passenger),Regular
Chevrolet,Avalanche,Avalanche 1500 2WD,Gasoline or E85
Chevrolet,Avalanche,Avalanche 1500 2WD,Regular
Chevrolet,Avalanche,Avalanche 1500 4WD,Gasoline or E85
Chevrolet,Avalanche,Avalanche 1500 4WD,Regular
Chevrolet,Avalanche,Avalanche 1500 AWD,Gasoline or E85
Chevrolet,Avalanche,Avalanche 1500 AWD,Regular
Chevrolet,Aveo,Aveo,Regular
Chevrolet,Aveo,Aveo 5,Regular
Chevrolet,Beretta,Beretta,Premium
Chevrolet,Beretta,Beretta,Regular
Chevrolet,Blazer,Blazer 1500 4WD,Diesel
Chevrolet,Blazer,Blazer 1500 4WD,Regular
Chevrolet,Blazer,Blazer 2WD,Premium
Chevrolet,Blazer,Blazer 2WD,Regular
Chevrolet,Blazer,Blazer 4WD,Premium
Chevrolet,Blazer,Blazer 4WD,Regular
Chevrolet,Blazer,Blazer AWD,Regular
Chevrolet,Blazer,Blazer EV AWD,Electricity
Chevrolet,Blazer,Blazer EV RWD,Electricity
Chevrolet,Blazer,Blazer FWD,Regular
Chevrolet,Blazer,Blazer V1500 4WD,Diesel
Chevrolet,Blazer,Blazer V1500 4WD,Regular
Chevrolet,Blazer,K10 Blazer 4WD,Diesel
Chevrolet,Blazer,K10 Blazer 4WD,Regular
Chevrolet,Blazer,K5/K10 Blazer 4WD,Diesel
Chevrolet,Blazer,K5/K10 Blazer 4WD,Regular
Chevrolet,Blazer,S10 Blazer 2WD,Premium
Chevrolet,Blazer,S10 Blazer 2WD,Regular
Chevrolet,Blazer,S10 Blazer 4WD,Premium
Chevrolet,Blazer,S10 Blazer 4WD,Regular
Chevrolet,Blazer,T10 (S10) Blazer 4WD,Regular
Chevrolet,Blazer,V10 (K10) Blazer 4WD,Diesel
Chevrolet,Blazer,V10 (K10) Blazer 4WD,Regular
Chevrolet,Blazer,V10 Blazer 4WD,Diesel
Chevrolet,Blazer,V10 Blazer 4WD,Regular
Chevrolet,Bolt EUV,Bolt EUV,Electricity
Chevrolet,Bolt EV,Bolt EV,Electricity
Chevrolet,C10 Pickup,C10 Pickup 2WD,Diesel
Chevrolet,C10 Pickup,C10 Pickup 2WD,Regular
Chevrolet,C1500 Pickup,C1500 Pickup 2WD,Diesel
Chevrolet,C1500 Pickup,C1500 Pickup 2WD,Regular
Chevrolet,C20 Pickup,C20 Pickup 2WD,Diesel
Chevrolet,C20 Pickup,C20 Pickup 2WD,Regular
Chevrolet,C2500 Pickup,C2500 Pickup 2WD,Diesel
Chevrolet,C2500 Pickup,C2500 Pickup 2WD,Regular
Chevrolet,Camaro,Camaro,Premium
Chevrolet,Camaro,Camaro,Regular
Chevrolet,Caprice,Caprice,Regular
Chevrolet,Caprice,Caprice Wagon,Diesel
Chevrolet,Caprice,Caprice Wagon,Regular
Chevrolet,Captiva,Captiva AWD,Gasoline or E85
Chevrolet,Captiva,Captiva AWD,Regular
Chevrolet,Captiva,Captiva FWD,Gasoline or E85
Chevrolet,Captiva,Captiva FWD,Regular
Chevrolet,Cavalier,Cavalier,Regular
Chevrolet,Cavalier,Cavalier (Bi-fuel CNG),Gasoline or natural gas
Chevrolet,Cavalier,Cavalier Convertible,Regular
Chevrolet,Cavalier,Cavalier Dual-fuel,Gasoline or natural gas
Chevrolet,Cavalier,Cavalier Wagon,Regular
Chevrolet,Celebrity,Celebrity,Diesel
Chevrolet,Celebrity,Celebrity,Regular
Chevrolet,Celebrity,Celebrity Wagon,Diesel
Chevrolet,Celebrity,Celebrity Wagon,Regular
Chevrolet,Chevette,Chevette,Diesel
Chevrolet,Chevette,Chevette,Regular
Chevrolet,Chevette,Chevette CS,Diesel
Chevrolet,Chevette,Chevette CS,Regular
Chevrolet,Citation II,Citation II,Regular
Chevrolet,City Express Cargo Van,City Express Cargo Van,Regular
Chevrolet,Classic,Classic,Regular
Chevrolet,Coachbuilder Wagon,Coachbuilder Wagon,Premium
Chevrolet,Coachbuilder Wagon,Coachbuilder Wagon,Regular
Chevrolet,Cobalt,Cobalt,Premium
Chevrolet,Cobalt,Cobalt,Regular
Chevrolet,Cobalt,Cobalt Coupe,Regular
Chevrolet,Cobalt,Cobalt Sedan,Regular
Chevrolet,Cobalt,Cobalt SS Coupe,Regular
Chevrolet,Cobalt,Cobalt XFE,Regular
Chevrolet,Cobalt,Cobalt XFE Coupe,Regular
Chevrolet,Cobalt,Cobalt XFE Sedan,Regular
Chevrolet,Colorado,Colorado 2WD,Diesel
Chevrolet,Colorado,Colorado 2WD,Regular
Chevrolet,Colorado,Colorado 4WD,Diesel
Chevrolet,Colorado,Colorado 4WD,Regular
Chevrolet,Colorado,Colorado Cab Chassis 2WD,Regular
Chevrolet,Colorado,Colorado Cab Chassis inc 2WD,Regular
Chevrolet,Colorado,Colorado Cab Chassis inc 4WD,Regular
Chevrolet,Colorado,Colorado Crew Cab 2WD,Regular
Chevrolet,Colorado,Colorado Crew Cab 4WD,Regular
Chevrolet,Colorado,Colorado Mud Terrain Tires 4WD,Regular
Chevrolet,Colorado,Colorado ZR2 4WD,Diesel
Chevrolet,Colorado,Colorado ZR2 4WD,Regular
Chevrolet,Colorado,Colorado ZR2 Bison 4WD,Regular
Chevrolet,Corsica,Corsica,Regular
Chevrolet,Corvette,Corvette,Premium
Chevrolet,Corvette,Corvette,Regular
Chevrolet,Corvette,Corvette Convertible,Premium
Chevrolet,Corvette,Corvette Convertible,Regular
Chevrolet,Corvette,Corvette E-RAY,Premium
Chevrolet,Corvette,Corvette Z06,Premium
Chevrolet,Corvette,Corvette Z06 Carbon Aero,Premium
Chevrolet,Corvette,Corvette ZR1,Premium
Chevrolet,Corvette,Twin-Turbo Corvette,Premium
Chevrolet,Cruze,Cruze,Diesel
Chevrolet,Cruze,Cruze,Regular
Chevrolet,Cruze,Cruze Eco,Regular
Chevrolet,Cruze,Cruze Hatchback,Diesel
Chevrolet,Cruze,Cruze Hatchback,Regular
Chevrolet,Cruze,Cruze Limited,Regular
Chevrolet,Cruze,Cruze Limited  Eco,Regular
Chevrolet,Cruze,Cruze Premier,Regular
Chevrolet,Cruze,Cruze Premier Hatchback,Regular
Chevrolet,El Camino Pickup,El Camino Pickup 2WD,Diesel
Chevrolet,El Camino Pickup,El Camino Pickup 2WD,Regular
Chevrolet,Epica,Epica,Regular
Chevrolet,Equinox,Equinox AWD,Diesel
Chevrolet,Equinox,Equinox AWD,Gasoline or E85
Chevrolet,Equinox,Equinox AWD,Premium
Chevrolet,Equinox,Equinox AWD,Regular
Chevrolet,Equinox,Equinox EV AWD,Electricity
Chevrolet,Equinox,Equinox EV FWD,Electricity
Chevrolet,Equinox,Equinox FWD,Diesel
Chevrolet,Equinox,Equinox FWD,Gasoline or E85
Chevrolet,Equinox,Equinox FWD,Premium
Chevrolet,Equinox,Equinox FWD,Regular
Chevrolet,Express Cargo,Express 1500 2WD Cargo,Gasoline or E85
Chevrolet,Express Cargo,Express 1500 2WD Cargo,Regular
Chevrolet,Express Cargo,Express 1500 2WD Conversion Cargo,Gasoline or E85
